Year,Region,Acc-ID,Realized,Budget y,Budget y+1,Slack
2012,OW,4,280055.0,289588.0,289669.0,9533.0
2012,OW,5,72898.0,82008.0,59836.0,9110.0
2012,OW,6,51575.0,55988.0,31179.0,4413.0
2012,OW,1,300140.0,0.0,0.0,0.0
2012,OW,2,300140.0,0.0,0.0,0.0
2012,NW,3,355352.8,357986.30000000005,359297.60000000003,2633.500000000058
2012,NW,4,355515.65,357542.2,358897.4,2026.5499999999884
2012,NW,5,34113.0,40561.0,39149.0,6448.0
2012,NW,6,11788.8,12121.0,14423.0,332.1999999999989
2012,NW,1,385929.0,0.0,0.0,0.0
2012,NW,2,385929.0,0.0,0.0,0.0
2012,GL,3,328586.0999999999,317127.69999999995,321986.7,-11458.399999999963
2012,GL,4,329292.4,313967.8,321328.0,-15324.600000000091
2012,GL,5,25341.7,28968.800000000003,27574.9,3627.100000000002
2012,GL,6,11704.7,10951.5,10314.6,-753.1999999999989
2012,GL,1,570919.7,0.0,0.0,0.0
2012,GL,2,570919.5,0.0,0.0,0.0
2012,ZG,3,1328341.8299999998,1365904.933,1431555.932,37563.10300000012
2012,ZG,4,1334379.497,1362105.583,1406712.2270000002,27726.086000000127
2012,ZG,5,107019.961,113594.7,128174.8,6574.738999999987
2012,ZG,6,26407.01,19617.0,19360.5,-6790.010000000002
2012,ZG,1,1925906.9000000004,0.0,0.0,0.0
2012,ZG,2,1925906.92,0.0,0.0,0.0
2012,SO,3,1919009.954,1950491.479,1981845.9,31481.52500000014
2012,SO,4,1807618.76,1839896.85,1835726.7,32278.08999999961
2012,SO,5,174144.49099999998,188329.0,200349.0,14184.50900000002
2012,SO,6,51350.045,59707.1,62921.0,8357.055
2012,SO,1,2557957.546,0.0,0.0,0.0
2012,SO,2,2557957.72,0.0,0.0,0.0
2012,BS,3,0.0,0.0,3912373.922,0.0
2012,BS,4,0.0,0.0,3920106.965000001,0.0
2012,BS,5,0.0,0.0,401187.0,0.0
2012,BS,6,0.0,0.0,28250.0,0.0
2012,BS,1,0.0,0.0,0.0,0.0
2012,BS,2,0.0,0.0,0.0,0.0
2012,BL,3,2582323.8,2518376.2,2499570.9480000003,-63947.60000000009
2012,BL,4,2550070.8,2489655.9999999995,2474813.972,-60414.80000000028
2012,BL,5,190053.0,246150.0,361380.4,56097.0
2012,BL,6,75106.7,42240.0,60900.0,-32866.7
2012,BL,1,3186600.0,0.0,0.0,0.0
2012,BL,2,3186600.0,0.0,0.0,0.0
2012,SH,3,655374.2580700001,650131.6,664078.7,-5242.658070000121
2012,SH,4,625479.6723,614250.3,640452.0,-11229.37229999993
2012,SH,5,48187.37334,41940.5,46272.0,-6246.873339999998
2012,SH,6,13069.59941,12934.0,15164.0,-135.5994099999989
2012,AR,3,0.0,0.0,451975.4,0.0
2012,AR,4,0.0,0.0,434755.4,0.0
2012,AR,5,0.0,0.0,51154.8,0.0
2012,AR,6,0.0,0.0,11975.3,0.0
2012,AR,1,0.0,0.0,0.0,0.0
2012,AR,2,0.0,0.0,0.0,0.0
2012,AI,3,148022.80000000002,141175.0,143234.5,-6847.8000000000175
2012,AI,4,148318.0,132238.0,135601.5,-16080.0
2012,AI,5,10552.7,9720.0,11957.0,-832.7000000000007
2012,AI,6,1622.0,350.0,628.15,-1272.0
2012,SG,3,4490862.5,4389489.8,4500564.2,-101372.7000000002
2012,SG,4,4485569.300000001,4361078.6,4473535.5,-124490.70000000112
2012,SG,5,211177.9,242802.9,276439.8,31624.99999999997
2012,SG,6,37152.4,48589.6,105154.3,11437.200000000004
2012,GR,3,0.0,0.0,2437578.0,0.0
2012,GR,4,0.0,0.0,2385064.0,0.0
2012,GR,5,0.0,0.0,396598.0,0.0
2012,GR,6,0.0,0.0,188874.0,0.0
2012,GR,1,0.0,0.0,0.0,0.0
2012,GR,2,0.0,0.0,0.0,0.0
2012,AG,3,4753427.706,4788670.531,4840512.699,35242.824999999255
2012,AG,4,4754327.406,4728553.45,4842580.868,-25773.95600000024
2012,AG,5,330635.86,347101.1,333897.434,16465.23999999999
2012,AG,6,91965.168,88066.55,97603.925,-3898.618000000002
2012,TG,3,1928584.0,1895971.5,1924431.0,-32612.5
2012,TG,4,1892000.0,1882431.5,1908419.0,-9568.5
2012,TG,5,157390.0,166665.0,151178.0,9275.0
2012,TG,6,69562.0,69464.0,61763.0,-98.0
2012,TG,1,1522578.0,0.0,0.0,0.0
2012,TG,2,1522578.0,0.0,0.0,0.0
2012,TI,3,3347046.3541399995,3373142.0,3426845.8800000004,26095.64586000052
2012,TI,4,3249461.17028,3152736.0,3261248.6,-96725.1702800002
2012,TI,5,278921.47225,350344.0,348362.0,71422.52775000001
2012,TI,6,99635.08915,120444.0,124764.4,20808.91085
2016,ZH,3,14855799.06706,15154443.3976,15173435.29,298644.3305400014
2016,ZH,4,15245365.01673,15222949.894530002,15235862.11942,-22415.12219999917
2016,ZH,5,770377.14285,1074562.8,1010732.6,304185.6571500001
2016,ZH,6,362931.35871,116291.3,104880.5,-246640.05870999995
2016,ZH,1,20442164.3537,0.0,0.0,0.0
2016,ZH,2,20442164.3537,0.0,0.0,0.0
2016,BE,3,10666408.54375,0.0,10840904.43391,0.0
2016,BE,4,10887631.59542,0.0,10941771.04256,0.0
2016,BE,5,761331.65523,0.0,704933.9269999999,0.0
2016,BE,6,321828.25757,0.0,248621.28200000004,0.0
2016,BE,1,7160264.99318,0.0,12159047.77797,0.0
2016,BE,2,7160264.993179999,0.0,12159047.777980002,0.0
2016,LU,3,3703921.32,3657753.85,3784926.885180001,-46167.46999999974
2016,LU,4,3654594.556,3636558.533,3770294.41363,-18036.02299999958
2016,LU,5,190077.582,191607.015,196176.6342,1529.4329999999609
2016,LU,6,48443.474,48452.136,58900.5,8.6620000000039
2016,LU,1,6184584.996699999,6125493.145680001,6251953.930005,-59091.85101999808
2016,LU,2,6184584.998,6125493.14568,6251953.930005319,-59091.8523199996
2016,UR,3,399412.2,401613.0,411097.0,2200.7999999999884
2016,UR,4,407865.0,401932.1,410425.4,-5932.899999999965
2016,UR,5,46454.3,80648.1,74341.90000000001,34193.8
2016,UR,6,25565.800000000003,58212.8,36171.9,32647.0
2016,UR,1,392105.2,0.0,444610.0,0.0
2016,UR,2,392105.2,0.0,444610.1,0.0
