Ref-ID,Acc-ID,Name,Budget y,Realized,Budget y+1,Region,Year,Slack
HRM2_neu_ER0033,33,Abschreibungen VV,17652.1,16333.1,18369.0,AR,2020,1318.9999999999982
HRM2_neu_ER0035,35,Einlagen in Fonds und Spezialfinanzierungen,205.8,454.8,295.8,AR,2020,-249.0
HRM2_ER0036,36,Transferaufwand,262750.2,265440.6,261566.1,AR,2020,-2690.399999999965
HRM2_ER0037,37,Durchlaufende Beiträge,37546.7,40156.7,39055.7,AR,2020,-2610.0
HRM2_ER0039,39,Interne Verrechungen,36773.9,36498.5,35089.0,AR,2020,275.40000000000146
HRM2_neu_ER0040,40,Fiskalertrag,200613,195309.9,193773.0,AR,2020,5303.100000000006
HRM2_ER0041,41,Regalien und Konzessionen,3207.4,3389.7,11806.8,AR,2020,-182.29999999999973
HRM2_ER0042,42,Entgelte,26214.7,26344.9,26788.3,AR,2020,-130.20000000000073
HRM2_neu_ER0043,43,Verschiedene Erträge,4049.6,4931.6,4237.1,AR,2020,-882.0000000000005
HRM2_neu_ER0045,45,Entnahmen aus Fonds und Spezialfinanzierungen,400.9,1077.0,300.3,AR,2020,-676.1
HRM2_ER0046,46,Transferertrag,175844.4,167643.4,174398.9,AR,2020,8201.0
HRM2_ER0047,47,Durchlaufende Beiträge,37546.7,40156.7,39055.7,AR,2020,-2610.0
HRM2_ER0049,49,Interne Verrechnungen,36773.9,36498.5,35089.0,AR,2020,275.40000000000146
HRM2_neu_ER0034,34,Finanzaufwand,5652,7435.3,1895.7,AR,2020,-1783.3000000000002
HRM2_neu_ER0044,44,Finanzertrag,20887.9,25423.5,7886.6,AR,2020,-4535.5999999999985
HRM2_neu_ER0038,38,Ausserordentlicher Aufwand,1.4,104.0,0.0,AR,2020,-102.6
HRM2_neu_ER0048,48,Ausserordentlicher Ertrag,10867.9,10445.0,10856.0,AR,2020,422.89999999999964
HRM2_IR0050,50,Sachanlagen,23500,13160.5,23379.0,AR,2020,10339.5
HRM2_IR0051,51,Investitionen auf Rechnung Dritter,0,0.0,0.0,AR,2020,0
HRM2_IR0052,52,Immaterielle Anlagen,3114,1301.7,3021.0,AR,2020,1812.3
HRM2_IR0054,54,Darlehen,930.1,1346.6,3321.6,AR,2020,-416.4999999999999
HRM2_IR0055,55,Beteiligungen und Grundkapitalien,408.2,362.0,403.0,AR,2020,46.19999999999999
HRM2_IR0056,56,Eigene Investitionsbeiträge,4923,4342.6,4724.0,AR,2020,580.3999999999996
HRM2_IR0057,57,Durchlaufende Investitionsbeiträge,3677,3819.7,3747.0,AR,2020,-142.69999999999982
HRM2_neu_IR0058,58,Ausserordentliche Investitionen,0,0.0,0.0,AR,2020,0
HRM2_IR0060,60,Übertragung von Sachanlagen in das FV,3600,7817.6,350.0,AR,2020,-4217.6
HRM2_IR0061,61,Rückerstattungen Dritter für Investitionen,703.8,0.0,0.0,AR,2020,703.8
HRM2_IR0062,62,Abgang immaterielle Anlagen,0,0.0,0.0,AR,2020,0
HRM2_IR0063,63,Investitionsbeiträge für eigene Rechnung,5900,2098.7,4100.0,AR,2020,3801.3
HRM2_IR0064,64,Rückzahlung von Darlehen,733.3,1397.9,378.3,AR,2020,-664.6000000000001
HRM2_IR0065,65,Übertragung von Beteiligungen,0,0.0,0.0,AR,2020,0
HRM2_IR0066,66,Rückzahlung eigener Investitionsbeiträge,0,0.0,0.0,AR,2020,0
HRM2_IR0067,67,Durchlaufende Investitionsbeiträge,3677,3819.7,3747.0,AR,2020,-142.69999999999982
